Source,Sector,Business Name,Email,Phone number,Address,Name,Title of Contact Person,Website
BASE DE DONNEES sans doublons.xlsx,Industry,Mauritius Cosmetics Ltd.,jadoo@deramann.com,2304020852; 2304266240,Bonne Terre,Mr. Jadoo Dookun - Managing Director,,http://deramann.com; http://www.deramann.com/
BASE DE DONNEES sans doublons.xlsx,Industry,Mauritius Oil Refineries Ltd.,moroil@intnet.mu,2302069800; 2302406061; 2302408320,Quay Road,Mr. Jérôme Clarenc - Managing Director,,http://intnet.mu; http://www.moroil.mu/
BASE DE DONNEES sans doublons.xlsx,Industry,Mayil Spices Ltd.,mayilspices@intnet.mu,2304330988; 2304339788,School Lane,Mr. Mayandy Poollay Mootien - Director,,http://intnet.mu; http://www.spiceandflavours.com/
BASE DE DONNEES sans doublons.xlsx,Industry,Meaders Feeds Ltd.,meaders@meadersfeeds.com,2302481837; 2302493860,Riche Terre Road,Mr. Iqbal Mohungoo - Managing Director,,http://meadersfeeds.com; http://www.meadersfeeds.com/
BASE DE DONNEES sans doublons.xlsx,Industry,Medine Distillery Co. Ltd.,jeanfrancoisk@medine-distillery.com,2304016016,C/O Medine Bambous,Mr. Thierry Sauzier - Chief Executive Officer,,http://medine-distillery.com; http://www.pinkpigeonrum.com/
BASE DE DONNEES sans doublons.xlsx,Industry,Metal Can Manufacturers Ltd.,mcmltd1@intnet.mu,2302163849; 2302409007,Quay Road,Mr. Jerome Clarenc - Manager,,http://intnet.mu
BASE DE DONNEES sans doublons.xlsx,Industry,Miroverre Ltd.,miroverre@intnet.mu,2304331024; 2304334691; 2304336001,Royal Road,Mrs. Corine Louise - Director,,http://intnet.mu
BASE DE DONNEES sans doublons.xlsx,Industry,MTL Manufacturing Ltd.,wayne@afgfurnituregroup.com,23059444665; 59444665,Brabant Street,Mr. Wayne Sheridan - Chief Executive Officer,,http://afgfurnituregroup.com; http://afgfurnituregroup.com/
BASE DE DONNEES sans doublons.xlsx,Industry,NATEC Medical Ltd.,info@natec-medical.com,2304663054; 2304666770,Maeva Centre Building,Mr. Vincent Lagarde - Founder & President,,http://natec-medical.com; http://www.natec-medical.com/
BASE DE DONNEES sans doublons.xlsx,Industry,New Goodwill Co. Ltd.,office@newgoodwill.mu,2302472565; 2302602858; 2306512841; 23065128412302602858,Royal Road,Mr. Jacques Li Wan Po - Executive Chairman,,http://newgoodwill.mu
BASE DE DONNEES sans doublons.xlsx,Industry,New Maurifoods Ltd.,reception.nml@eclosia.com,2306963016; 2306963017,Pont Fer,Mrs. Virginie Deschamp - Factory Manager,,http://reception.nml@eclosia.com; http://www.eclosia.com/
BASE DE DONNEES sans doublons.xlsx,Industry,Nidomac & Co. Ltd.,contact@nidomac.com,23028656012; 2302865605,nan,Mr. Simon Koenig - Managing Director,,http://nidomac.com; http://www.nidomac.com/
BASE DE DONNEES sans doublons.xlsx,Industry,Nova Industries Ltd.,novaind@intnet.mu,2302421471; 2302425545; 2302426333,(A.G. Joonas Group),Mr. Salim G. Joonas - Managing Director,,http://a.g; http://intnet.mu; http://p.o
BASE DE DONNEES sans doublons.xlsx,Industry,Ocean Catch Ltd.,oceancatch@myt.mu,2305729019357876859; 57290193; 57876859,Hi-Metal Road,Mr. Theo Fok Kow - Chief Executive Officer,,http://myt.mu
BASE DE DONNEES sans doublons.xlsx,Industry,Omnicane Management & Consultancy Ltd.,info@omnicane.com,2306371913; 2306600600,2nd Floor,"Mr. Jacques M. D'Unienville, GOSK - Chief Executive Officer",,http://omnicane.com; http://www.omnicane.com/
BASE DE DONNEES sans doublons.xlsx,Industry,Paper Plus Ltd.,pplusltd@intnet.mu,2302332913; 2302332914; 2302332951,Blk 8,Mr. Pierre Yeung Chin Shing - Managing Director,,http://intnet.mu
BASE DE DONNEES sans doublons.xlsx,Industry,Phoenix Beverages Ltd.,btheys@phoenixbev.mu,2306012000; 2306866920,Pont Fer,Mr. Bernard Theys - Chief Executive Officer,,http://phoenixbev.mu; http://www.phoenixbev.mu/
BASE DE DONNEES sans doublons.xlsx,Industry,Pick N Eat Ltd.,pickneat.kfc@eclosia.com,2304331600; 2304335666,Gentilly Branch Road,Mr. Nicolas Caboche - General Manager,,http://pickneat.kfc@eclosia.com; http://www.kfc.mu/
BASE DE DONNEES sans doublons.xlsx,Industry,PIM Ltd.,pim@pimltd.mu,2302163000; 2302408890,Quay D Road,Mr. Eric Corson - Managing Director,,http://p.o; http://pimltd.mu; http://www.pimltd.mu/
BASE DE DONNEES sans doublons.xlsx,Industry,Polly Esther Ltd.,pollyestherltd@myt.mu,2306772825,Royal Road,Mr. Jean Jacques Marc Ducasse - Director,,http://myt.mu; http://www.pollyestherltd.com/
BASE DE DONNEES sans doublons.xlsx,Industry,Precigraph Ltd.,info@precigraph.mu,2302085050; 2302121546,P.O. Box 727,Mr. Vincent de Labauve d'Arifat - Chief Executive Officer,,http://p.o; http://precigraph.mu; http://www.precigraph.mu/
BASE DE DONNEES sans doublons.xlsx,Industry,Profilage Ocean Indien Ltee.,profoi@profilage.mu,2302481721; 2302493900,Route de la Filature,Mr. Didier Hardy - General Manager,,http://profilage.mu; http://www.profilage.mu/
BASE DE DONNEES sans doublons.xlsx,Industry,Quality Beverages Ltd.,info@qbl.mu,2304542096; 2304542900,Royal Road,Mr. Azim F. Currimjee - Managing Director & CEO,,http://qbl.mu
BASE DE DONNEES sans doublons.xlsx,Industry,Ramdenee Edible Oil Products Ltd.,sameer.opl@intnet.mu,2306967982; 2336862719,Industrial Zone,Mr. Ashok Ramdenee - Managing Director,,http://sameer.opl@intnet.mu
BASE DE DONNEES sans doublons.xlsx,Industry,REHM Grinaker Construction Co. Ltd.,info@rgcl.mu,2302488287; 2302493501,Royal Road,,,http://rgcl.mu; http://www.rehmgrinaker.mu/
BASE DE DONNEES sans doublons.xlsx,Industry,Resiglas Co. Ltd.,info@resiglas.mu,2302433406; 2302433413,Royal Road,Mr. Fabien Harel - Managing Director,,http://resiglas.mu; http://www.resiglascoltd.com/
BASE DE DONNEES sans doublons.xlsx,Industry,Rihaba Holdings Ltd.,rikesh.ballah@rihabagroup.com,20352532853; 2304678878,Level 1,Mr. Rikesh Ballah - Chairman,,http://rikesh.ballah@rihabagroup.com
BASE DE DONNEES sans doublons.xlsx,Industry,Saveurs Végétales Ltée.,sanit@intnet.mu,23054998988,Wooton,Mr. Sanit Seebaluck - Director,,http://intnet.mu
BASE DE DONNEES sans doublons.xlsx,Industry,Smilley & Co. Ltd.,daniel.siow@intnet.mu,2302617878; 23052597878,DBM Industrial Zone,Mr. Daniel Siow - Managing Director,,http://daniel.siow@intnet.mu
BASE DE DONNEES sans doublons.xlsx,Industry,Soap & Allied Industries Ltd.,sail@intnet.mu,2302081000; 2302119176,Old Moka Road,Mr. Lalit Bharal - Head of International & Trade,,http://intnet.mu; http://www.soapandallied.com/
BASE DE DONNEES sans doublons.xlsx,Industry,Sofap Ltd.,sofap@sofap.mu,2304057000; 2304057007,DBM Industrial Zone,Mr. Eric Adam - Managing Director,,http://sofap.mu; http://www.sofap.mu/
BASE DE DONNEES sans doublons.xlsx,Industry,Sotravic Ltee.,info@sotravic.net,2302332630; 2304057800,Industrial Zone,Mr. Pierre Ah Sue - Chairman,,http://sotravic.net; http://www.sotravic.net/
BASE DE DONNEES sans doublons.xlsx,Industry,T & T International Foods Ltd.,admin@ttintfoods.com,2302340120; 2302342969,nan,Mrs. Lucy Li Liong - Managing Director,,http://apollo.mu; http://ttintfoods.com; www. apollo.mu
BASE DE DONNEES sans doublons.xlsx,Industry,Terragri Ltd.,terragri@terra.co.mu,2302661985; 2302668485,Belle Vue Mauricia,Mr. Sebastien Mamet - General Manager,,http://terra.co.mu; http://www.terra.co.mu/
BASE DE DONNEES sans doublons.xlsx,Industry,Te-X-Pert International Ltd.,nawaz@knittex.com.pk; nawaz@texpert.mu; zakioosman@hotmail.com,2304254869,nan,Mr. Mohamed Nawaz Abdul Sattar & Mr. Noormohamed Oosman - Proprietor,,http://hotmail.com; http://knittex.com.pk; http://texpert.mu
BASE DE DONNEES sans doublons.xlsx,Industry,The United Basalt Products Co. Ltd.,info@ubpgroup.com,2304541964; 2304548043,Head Office,Mr. Stephane Ulcoq - Chief Executive Officer,,http://20.15; http://ubpgroup.com; http://www.ubp.mu/
BASE DE DONNEES sans doublons.xlsx,Industry,T-Printers Co. Ltd.,office@tprinters.mu,2302332500; 2302337631,Industrial Zone,Mr.Georges Chung Tick Kan - Director,,http://mr.georges; http://tprinters.mu; http://www.tprinters.mu/
BASE DE DONNEES sans doublons.xlsx,Industry,Trait d'Union Ltée.,d.mariette@tdultee.com,2302332525; 2302332526,Avenue des Mouettes,Mr. Georges Desire Mariette - Director,,http://d.mariette@tdultee.com; http://www.traitdunionltee.com/
BASE DE DONNEES sans doublons.xlsx,Industry,Coca-Cola Indian Ocean Islands Ltd.,afauzee@coca-cola.com; mbhadain@coa-cola.com,2304544407,9th Floor,Mrs. Marie Valerie Rochecouste - Director,,http://coa-cola.com; http://coca-cola.com
BASE DE DONNEES sans doublons.xlsx,Logistics,AEL DDS Ltd.,nathalie.leo@aeltransport.mu,2302402881; 2302420286,34-35 Tamariniers Street,Mr. Robert Desvaux - Managing Director,,http://nathalie.leo@aeltransport.mu; http://p.o; http://www.taylorsmith.com/
BASE DE DONNEES sans doublons.xlsx,Logistics,Associated Container Services Ltd.,contact@velogic-mu.com,2302061014; 2302402296,Freeport Zone 7,Mr. Vishal Nunkoo - Chief Executive Officer,,http://velogic-mu.com; http://www.velogic.net/
BASE DE DONNEES sans doublons.xlsx,Logistics,Association Professionnelle des Agents Maritimes Mauriciens,chairman@apamm.mu,2304055660,c/o IBL Shipping,Mr. Vivian Tuyau - Chairman,,http://apamm.mu
BASE DE DONNEES sans doublons.xlsx,Logistics,Association Professionnelle des Transitaires,apt@mcci.org,2302034830; 2302080076,C/o The Mauritius Chamber of Commerce and Industry,Mr. Kevin Carpenen - President,,http://mcci.org; http://www.aptmauritius.com/
BASE DE DONNEES sans doublons.xlsx,Logistics,Celero International Ltd.,info@celerogroup.com,2020009; 2302020000; 23020200002020009; 2302115909,Celero House,Mr. Jean Patrice Maury - Chief Executive Officer,,http://celerogroup.com; http://www.celerogroup.com/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Pex Hydraulics (Mtius) Ltd.,pex.mtius@pex.intnet.mu,2302080468; 2302086357,Mecom Building,Mr. Kristy Caleechurn,,http://g.r.n.w; http://pex.mtius@pex.intnet.mu; http://www.pex.mu/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Plastinax Austral Ltd.,nrumjan@plastinax.com,2304334638; 2304334639,Industrial Zone,Mr. Nicholas Park - General Manager,,http://plastinax.com; http://www.plastinax.com/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Prince Industries Ltd.,llmb@intnet.mu,2302341133; 2302341188,DBM Industrial Zone,Mr. Emile Lee Luen Mang - Director,,http://intnet.mu
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Publi-Promo Ltd.,didier@publipromo.mu,2302083873; 2302086862; 2302126280,P.O. Box P.L.E.S. 57,Mr. Didier de Senneville - Managing Director,,http://p.l.e.s; http://p.o; http://publipromo.mu
BASE DE DONNEES sans doublons.xlsx,Other Business Services,PwC,ariane.serret@pwc.com,2304045000; 2304045088,Avenue de Telfair,Mr. Anthony Leung Shing - Senior Partner,,http://ariane.serret@pwc.com; http://www.pwc.com/mu
BASE DE DONNEES sans doublons.xlsx,Other Business Services,QuEnSH Dynamics Ltd.,quenshdynamics@intnet.mu,2304275434,No. 5 Solferino,Dr. Chris Bungshy - Director Consultant,,http://intnet.mu; http://www.quenshdynamics.pro/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Reneworld,ifatadin@reneworld.mu,23052543599,Socota Offices,Mr. Irfanally Fatadin - Managing Director,,http://reneworld.mu; http://www.reneworld.mu/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,RHT Holding Ltd.,info@rht.mu,2304641221; 2304646023,32 Hugnin Road,Dr. Sidharth Sharma - Chief Executive Officer,,http://rht.mu; http://www.rht.mu/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Rider Levett Bucknall (Mauritius) Ltd.,admin@mu.rlb.com,2304649615; 2304677000,Palm Court,Mr. Navindranath Hooloomann - Chairman,,http://mu.rlb.com; http://www.rlb.com/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Rotrax International Ltd.,subramaniam@rotraxinternational.com,2302169034; 2302169235,Freeport Zone,Mr. Subramaniam Kangeyan - Chairman,,http://rotraxinternational.com; http://www.rotraxinternational.com/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Sakeenah Co. Ltd.,info@sakeenahgroup.com,2302101330; 2302108556,3rd Floor,Mr. Swadeck Taher - Chief Executive,,http://sakeenahgroup.com; http://www.sakeenahgroup.com/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Scott Shipping International Ltd.,cw@scottship.com; mj@scottship.com; rs@scottship.com,2302163042,Ground Floor,Mr. Xavier d'Unienville - Managing Director,,http://scottship.com; http://www.scottship.net/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,SGS (Mauritius) Ltd.,mauritius@sgs.com,2306967088; 2306968808,Valentina,Mrs. Lisiniaina Razafindrakoto - Managing Director,,http://sgs.com; http://www.sgs.com/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Shapes and Shades Ltd.,f.hossen@intnet.mu,2302120980,Royal Road,Mr. Reihaz Ismail - Chief Executive,,http://f.hossen@intnet.mu
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Soge International Co. Ltd.,sogeinternational@yahoo.com,2306370270; 2306379153,nan,Mr. Somna Deoduth - Director,,http://www.soge-int.com/; http://yahoo.com
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Sole Services Ltd.,gkpermall@soleservicesltd.com,23052521211,7th Floor,Mr. Gopalakrishnan Permall - Chief Executive Officer,,http://soleservicesltd.com
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Solutions Eau et Environnement Ltee.,see@see.mu,2302606888,Pinpoint Business Park,Mr. Mathias Echevin - Chief Executived Officer,,http://see.mu; http://www.see.mu/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Sphere Media Technologies Co. Ltd.,ranjana.foogooa@spheremedialtd.com,2304338020,Gentilly,Mrs. Ranjana Lekha Devi Foogooa - Chief Executive,,http://ranjana.foogooa@spheremedialtd.com
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Stonewin (Mauritius) Ltd.,info@stonewin.org,2302604694,2nd Floor,Mr. Ashvin Ramdenee - Chief Executive officer,,http://stonewin.org; http://www.stonewin.org/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,The Competency Co. Ltd.,info_mauritius@dalecarnegie.com; vimi.appadoo@dalecarnegie.com,2304648670; 2304662193,nan,Mrs. Anuradha Appadoo - Managing Director,,http://dalecarnegie.com; http://vimi.appadoo@dalecarnegie.com; http://www.dalecarnegie.com/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,The Concreate Agency Ltd.,amaresh@tca.mu; philippe.ho@tca.mu,2304650288,1st Floor,Mr. Amaresh Ramlugan - Chief Executive Officer,,http://philippe.ho@tca.mu; http://tca.mu; http://www.tca.mu/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,The Talent Factory Co. Ltd.,mn.elissac@gmail.com,2302454552; 23057296702,C/o Ms. Stephanie Elissac-Godere,Ms. Marie-Noelle Elissac-Foy - Director,,http://mn.elissac@gmail.com; http://www.talentfactory.mu/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Thibaut LLP,acca@thibautassociates.com,2304658688; 2304658912,5A Wellington Street,Mr. Brian Jerry Thibaut - Partner,,http://thibautassociates.com; http://www.thibautassociates.com/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Transfroid Ltd.,dwongsaotien@fdm.mu; vhookoom@fdm.mu,2302066900; 23020669002302066968; 2302066968; 2302175639,Freeport Zone No. 8,Mr. Maurice Rault - Chief Executive,,http://fdm.mu
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Union Corporate Ltd.,tmerven@beauvallon.mu,2306335442; 2306337310; 2306337311,Riche en Eau,Mr. Thierry Merven - Group Chief Executive Officer,,http://beauvallon.mu; http://www.groupeunion.mu/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,V Kanhye Health Foods Co. Ltd.,vkanhyehealthfoods@intnet.mu,2302831128,Melle Jeanne,Mr. Vinay Kanhye - Director,,http://intnet.mu; http://www.kanhyemoringahealth.com/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Virtufully Ltd.,events@virtufully.com,23057959697; 57959697,nan,Mrs. Annegret Rajoo - Director,,http://virtufully.com
BASE DE DONNEES sans doublons.xlsx,Other Business Services,Vitae Holdings Ltd.,hello@vitae.mu,23054387007; 54387007,nan,Mrs. Meera Sungkurra-Chooramun - Director,,http://vitae.mu; https://vitae.mu/
BASE DE DONNEES sans doublons.xlsx,Other Business Services,VOX Creatives,we.create@voxcreatives.com,23059164290,nan,Mr. Oliver Gracieux - Creative Director / Brand Consultant,,http://we.create@voxcreatives.com
BASE DE DONNEES sans doublons.xlsx,Other Business Services,We-Recycle,antoine@we-recyclemauritius.org,2304343475,1B,Mr. Antoine Kon-Kam King - President,,http://we-recyclemauritius.org
BASE DE DONNEES sans doublons.xlsx,Property Development,Aristoshire Holdings Ltd.,aristoshire@intnet.mu,23052511009; 52511009,28 Sir Pierre Simonet Street,Mrs. Omeshwaree Luchoomun - Director,,http://intnet.mu; http://www.aristoshirecommercial.com/
BASE DE DONNEES sans doublons.xlsx,Property Development,Bhunjun & Sons Ltd.,info@betonix.mu,2302340800; 2302344733,C/o Betonix Ltd.,Mr. Veekram Bhunjun - Director,,http://betonix.mu; http://www.bhunjungroup.com/
BASE DE DONNEES sans doublons.xlsx,Property Development,BlueLife Limited.,contact@bluelife.mu,2302606868; 2304119818,Azuri Ocean and Golf Village,Mr. Hugues Lagesse - Chief Executive Officer,,http://bluelife.mu; http://www.bluelife.mu/
BASE DE DONNEES sans doublons.xlsx,Property Development,Enatt Ltd.,ftyack@byascencia.com,2304600707,1st Floor,Mr. Frédéric Tyack - Chief Executive Officer,,http://byascencia.com; http://www.enl.mu/
BASE DE DONNEES sans doublons.xlsx,Property Development,Estate Agents Association,busyworld@intnet.mu,2304242454; 2304245648,C/o Busy World Agency Ltd.,Mr. Laval Savreemootoo - President,,http://intnet.mu; http://www.eaa-mauritius.com/
BASE DE DONNEES sans doublons.xlsx,Property Development,Gervais Lee Industries,glasslam1960@gmail.com,23059843938; 59843938,Cocoterie and Tamarin Roads,Mr. Stephane Lee Mew Fong - Director,,http://gmail.com
BASE DE DONNEES sans doublons.xlsx,Property Development,Hyvec Partners Ltd.,hyvecpartners@intnet.mu,2304645410; 2304648600,22 Bank Street,Mr. Nawaz Khan Chady - Chief Executive Officer,,"http://hyvec.com/; http://intnet.mu; http://www,hyvec.com/"
BASE DE DONNEES sans doublons.xlsx,Property Development,Lavastone Ltd.,nicolas.vaudin@lavastone.mu,2302137695; 2302141589,Head Office - 1st Floor,Mr. Nicolas Vaudin - Director,,http://nicolas.vaudin@lavastone.mu; http://www.lavastone.mu/
BASE DE DONNEES sans doublons.xlsx,Property Development,Mauritius Jinfei Economic Trade and Cooperation Zone Co. Ltd.,jfetmu@163.com,2302493470; 2302493472,Silk Road,Mr. Yang Changhe - General Manager,,http://163.com
BASE DE DONNEES sans doublons.xlsx,Property Development,Morimo Ltd.,zubeir.muhobuth@gmail.com,23059309076; 59309076,15B,Mr. Zubeir Ahmad Muhobuth - Director,,http://zubeir.muhobuth@gmail.com; https://morimo-io.com
BASE DE DONNEES sans doublons.xlsx,Property Development,Nundun Gopee Co. Ltd.,vinash@n-g.group,2304547387; 2304681731,9th Floor,Mr. Vinash Gopee - Executive Director,,http://n-g.group; https://n-g.group
BASE DE DONNEES sans doublons.xlsx,Property Development,Susdev Properties Ltd.,sussens@me.com,23054973809; 54973809,C2 Palm Bay,Mr. Brent Robert Sussens - Chief Executive,,http://me.com
BASE DE DONNEES sans doublons.xlsx,Property Development,Teampoint Project Management Ltd.,chandra@teampointprojects.com,23052506695; 52506695,Royal Road,Mr. Chandra Virah Sammy - Director,,http://teampointprojects.com
BASE DE DONNEES sans doublons.xlsx,Property Development,Two Futures Ltd.,js@2futures.mu,2302638264,3rd Floor,Mr. Junaid Salehmohamed - Executive Director,,http://2futures.mu; http://www.2futures.mu/
BASE DE DONNEES sans doublons.xlsx,Property Development,United Docks Ltd.,npandea@uniteddocks.com,2302123261; 2302123642,United Docks Business Park,Mr. Nitin Pandea - Chief Executive Officer,,http://uniteddocks.com; http://www.uniteddocks.com/
BASE DE DONNEES sans doublons.xlsx,Property Development,Visio Architecture Ltd. (LS-ARCHITECTS),contact@visio.mu,2302089394; 2302125766,nan,Mr. Gaëtan Siew & Mr. Vinesh Chintaram - Directors,,http://visio.mu; http://www.visio.mu/
BASE DE DONNEES sans doublons.xlsx,Tourism,Association des Hôteliers et Restaurateurs Ile Maurice (AHRIM),secretariat@ahrim.mu,2302088181; 2302088282,Suite 83,Mr. Jocelyn Kwok - Chief Executive Officer,,http://ahrim.mu; http://www.ahrim.mu/
